occurrenceID,measurementType,measurementUnit,measurementValue,measurementTypeID,measurementUnitID,measurementValueID
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1360,NCBIID,,6657,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1360,NCBIScientificName,,Crustacea,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1360,NCBITaxonRank,,subphylum,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1360,fieldReplicateID,,no replicate,http://vocab.nerc.ac.uk/collection/P01/current/IDSPRE01,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1360,technicalReplicateID,,,http://vocab.nerc.ac.uk/collection/P01/current/IDTCRE01,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1369,submergedTime,day,161,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1369,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1369,lowerLimitFilterSize,micrometer,100,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1369,sampleAccessionNumber,,SAMEA10020986,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1369,NCBIID,,345466,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1369,NCBIScientificName,,Petricolaria_pholadiformis,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1369,NCBITaxonRank,,species,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1369,fieldReplicateID,,no replicate,http://vocab.nerc.ac.uk/collection/P01/current/IDSPRE01,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1369,technicalReplicateID,,,http://vocab.nerc.ac.uk/collection/P01/current/IDTCRE01,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1374,submergedTime,day,161,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1374,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1374,lowerLimitFilterSize,micrometer,100,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1374,sampleAccessionNumber,,SAMEA10020986,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1374,NCBIID,,589444,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1374,NCBIScientificName,,Cryomonadida,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1374,NCBITaxonRank,,order,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1374,fieldReplicateID,,no replicate,http://vocab.nerc.ac.uk/collection/P01/current/IDSPRE01,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1374,technicalReplicateID,,,http://vocab.nerc.ac.uk/collection/P01/current/IDTCRE01,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1375,submergedTime,day,161,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1375,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1375,lowerLimitFilterSize,micrometer,100,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1375,sampleAccessionNumber,,SAMEA10020986,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1375,NCBIID,,216789,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1375,NCBIScientificName,,Actinoptychus,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1375,NCBITaxonRank,,genus,,,
